Ordre;Region;Famille;Type;Caractère;PubMed;Femelle;M.F;No;BothM
9;SSC1:110;Meat_and_Carcass_Association;traitType=Meatcolor;trait=Meat color b*;22688438;0;5;0;0
10;SSC1:110;Meat_and_Carcass_Association;traitType=Meatcolor;trait=Meat color L*;22688438;0;5;0;0
11;SSC1:110;Meat_and_Carcass_Association;traitType=Meatcolor;trait=Meat color score;22688438;0;5;0;0
33;SSC1:253;Production_Association;traitType=Growth;trait=Average daily gain;26418247;0;5;0;0
52;SSC10:23;Production_Association;traitType=Growth;trait=Average daily gain;30869175;0;5;0;0
61;SSC10:62;Meat_and_Carcass_Association;traitType=Meatcolor;trait=Meat color a*;28054563;0;5;0;0
80;SSC11:7;Production_Association;traitType=feedconversion;trait=feed conversion ratio;30237295;0;5;0;0
96;SSC13:191;Production_Association;traitType=Growth;trait=Average daily gain;31024621;0;5;0;0
115;SSC16:69;Production_Association;traitType=feedconversion;trait=feed conversion ratio;28604785;0;5;0;0
117;SSC16:69;Production_Association;traitType=Growth;trait=Average daily gain;24663154;0;5;0;0
128;SSC17:1;Production_Association;traitType=Growth;trait=Average daily gain;24663154;0;5;0;0
141;SSC17:43;Production_Association;traitType=feedconversion;trait=feed conversion ratio;28604785;0;5;0;0
143;SSC17:43;Production_Association;traitType=Growth;trait=Average daily gain;27809465;0;5;0;0
153;SSC17:60;Meat_and_Carcass_Association;traitType=Meatcolor;trait=Meat color score;18717966;0;5;0;0
154;SSC17:60;Meat_and_Carcass_Association;traitType=Meatcolor;trait=Meat color-L;18717966;0;5;0;0
155;SSC17:60;Meat_and_Carcass_Association;traitType=Meatcolor;trait=Reflectance value;18717966;0;5;0;0
158;SSC17:60;Production_Association;traitType=feedconversion;trait=feed conversion ratio;29971093;0;5;0;0
170;SSC18:10;Production_Association;traitType=Growth;trait=Average daily gain;30869175;0;5;0;0
171;SSC18:10;Production_Association;traitType=Growth;trait=Body weight;30869175;0;5;0;0
188;SSC2:1;Production_Association;traitType=Growth;trait=Average daily gain;30308042;0;5;0;0
206;SSC2:145;Production_Association;traitType=feedconversion;trait=feed conversion ratio;28604785;0;5;0;0
207;SSC2:145;Production_Association;traitType=Growth;trait=Average daily gain;25885760;0;5;0;0
224;SSC2:151;Production_Association;traitType=Growth;trait=Body weight;28890999;0;5;0;0
238;SSC2:45;Production_Association;traitType=Growth;trait=Body weight (150 days);29522525;0;5;0;0
247;SSC3:3;Production_Association;traitType=Growth;trait=Average daily gain;31024621;0;5;0;0
264;SSC4:18;Production_Association;traitType=feedconversion;trait=feed conversion ratio;28604785;0;5;0;0
277;SSC5:94;Production_Association;traitType=Growth;trait=Average daily gain;24663154;0;5;0;0
287;SSC6:13;Meat_and_Carcass_Association;traitType=pH;trait=pH 24 hr post mortem (ham);24643240;0;5;0;0
288;SSC6:13;Production_Association;traitType=Growth;trait=Average daily gain;21107721;0;5;0;0
306;SSC6:72;Meat_and_Carcass_Association;traitType=Meatcolor;trait=Meat color b*;101;0;5;0;0
309;SSC6:72;Production_Association;traitType=Growth;trait=Average daily gain;30869175;0;5;0;0
333;SSC7:18;Production_Association;traitType=Growth;trait=Average daily gain;31024621;0;5;0;0
334;SSC7:18;Production_Association;traitType=Growth;trait=Body weight;30869175;0;5;0;0
346;SSC7:85;Meat_and_Carcass_Association;traitType=Meatcolor;trait=Meat color b*;25962760;0;5;0;0
368;SSC8:80;Meat_and_Carcass_Association;traitType=Meatcolor;trait=Meat color a*;24643240;0;5;0;0
369;SSC8:80;Production_Association;traitType=feedconversion;trait=feed conversion ratio;23296815;0;5;0;0
378;SSC9:101;Production_Association;traitType=Growth;trait=Average daily gain;29059722;0;5;0;0
393;SSC9:19;Production_Association;traitType=feedconversion;trait=feed conversion ratio;30237295;0;5;0;0
316;SSC7:18;Exterior_Association;traitType=conformation;trait=Conformation score;28118822;0;1;0;0
29;SSC1:253;Exterior_Association;traitType=conformation;trait=Hind leg conformation;21383979;0;1;0;0
74;SSC11:7;Exterior_Association;traitType=conformation;trait=Hind leg conformation;19284518;0;1;0;0
102;SSC16:69;Exterior_Association;traitType=conformation;trait=Hind leg conformation;21383979;0;1;0;0
122;SSC17:1;Exterior_Association;traitType=conformation;trait=Hind feet conformation;21383979;0;1;0;0
133;SSC17:43;Exterior_Association;traitType=conformation;trait=Hind feet conformation;21383979;0;1;0;0
134;SSC17:43;Exterior_Association;traitType=conformation;trait=Hind leg conformation;21383979;0;1;0;0
146;SSC17:60;Exterior_Association;traitType=conformation;trait=Hind leg conformation;19284518;0;1;0;0
191;SSC2:145;Exterior_Association;traitType=conformation;trait=Front leg conformation;19284518;0;1;0;0
227;SSC2:45;Exterior_Association;traitType=conformation;trait=Front leg conformation;19284518;0;1;0;0
228;SSC2:45;Exterior_Association;traitType=conformation;trait=Hind leg conformation;19284518;0;1;0;0
239;SSC3:124;Exterior_Association;traitType=conformation;trait=Hind leg conformation;21383979;0;1;0;0
252;SSC4:18;Exterior_Association;traitType=conformation;trait=Front feet conformation;19284518;0;1;0;0
255;SSC4:18;Exterior_Association;traitType=conformation;trait=Hind leg conformation;21383979;0;1;0;0
280;SSC6:13;Exterior_Association;traitType=conformation;trait=Front leg conformation;21383979;0;1;0;0
336;SSC7:85;Exterior_Association;traitType=conformation;trait=Front leg conformation;21383979;0;1;0;0
351;SSC8:124;Exterior_Association;traitType=conformation;trait=Hind feet conformation;19284518;0;1;0;0
358;SSC8:80;Exterior_Association;traitType=conformation;trait=Front leg conformation;21383979;0;1;0;0
373;SSC9:101;Exterior_Association;traitType=conformation;trait=Front leg conformation;21383979;0;1;0;0
173;SSC2:1;Exterior_Association;traitType=conformation;trait=Gait score (overall);21383979;0;1;0;0
192;SSC2:145;Exterior_Association;traitType=conformation;trait=Gait score (overall);19284518;0;1;0;0
253;SSC4:18;Exterior_Association;traitType=conformation;trait=Gait score (overall);19284518;0;1;0;0
289;SSC6:72;Exterior_Association;traitType=conformation;trait=Gait score (overall);19519793;0;1;0;0
381;SSC9:107;Exterior_Association;traitType=conformation;trait=Gait score (overall);21383979;0;1;0;0
5;SSC1:110;Meat_and_Carcass_Association;traitType=Anatomy;trait=Lean meat percentage;28831160;0;0;0;5
21;SSC1:230;Meat_and_Carcass_Association;traitType=Anatomy;trait=Dressing percentage;29978910;0;0;0;5
31;SSC1:253;Meat_and_Carcass_Association;traitType=Anatomy;trait=Dressing percentage;29978910;0;0;0;5
35;SSC1:253;Production_Association;traitType=Growth;trait=Days to 100 kg;31024621;0;0;0;5
43;SSC1:95;Meat_and_Carcass_Association;traitType=fatness;trait=Average backfat thickness;32344859;0;0;0;5
50;SSC10:23;Meat_and_Carcass_Association;traitType=fatness;trait=backfat at mid-back;27094516;0;0;0;5
56;SSC10:62;Meat_and_Carcass_Association;traitType=Anatomy;trait=Dressing percentage;29978910;0;0;0;5
58;SSC10:62;Meat_and_Carcass_Association;traitType=fatness;trait=Backfat at rump;23153328;0;0;0;5
87;SSC13:113;Meat_and_Carcass_Association;traitType=fatness;trait=Backfat at rump;23153328;0;0;0;5
107;SSC16:69;Meat_and_Carcass_Association;traitType=Anatomy;trait=Lean meat percentage;28831160;0;0;0;5
138;SSC17:43;Meat_and_Carcass_Association;traitType=fatness;trait=Backfat at last rib;21383979;0;0;0;5
144;SSC17:43;Production_Association;traitType=Growth;trait=Days to 100 kg;27809465;0;0;0;5
149;SSC17:60;Meat_and_Carcass_Association;traitType=Anatomy;trait=Estimated carcass lean content;24707962;0;0;0;5
166;SSC18:10;Meat_and_Carcass_Association;traitType=fatness;trait=Backfat at rump;23153328;0;0;0;5
176;SSC2:1;Meat_and_Carcass_Association;traitType=Anatomy;trait=Dressing percentage;29978910;0;0;0;5
178;SSC2:1;Meat_and_Carcass_Association;traitType=Anatomy;trait=Lean meat percentage;24961654;0;0;0;5
183;SSC2:1;Meat_and_Carcass_Association;traitType=fatness;trait=Average backfat thickness;30974885;0;0;0;5
184;SSC2:1;Meat_and_Carcass_Association;traitType=fatness;trait=Backfat at first rib;25885760;0;0;0;5
185;SSC2:1;Meat_and_Carcass_Association;traitType=fatness;trait=Backfat at last rib;21383979;0;0;0;5
186;SSC2:1;Meat_and_Carcass_Association;traitType=fatness;trait=Backfat at rump;25885760;0;0;0;5
202;SSC2:145;Meat_and_Carcass_Association;traitType=fatness;trait=Backfat at rump;23153328;0;0;0;5
220;SSC2:151;Meat_and_Carcass_Association;traitType=fatness;trait=Backfat at last rib;27135998;0;0;0;5
261;SSC4:18;Meat_and_Carcass_Association;traitType=fatness;trait=Backfat at rump;23153328;0;0;0;5
283;SSC6:13;Meat_and_Carcass_Association;traitType=fatness;trait=Backfat at last rib;21383979;0;0;0;5
302;SSC6:72;Meat_and_Carcass_Association;traitType=fatness;trait=Backfat at rump;23153328;0;0;0;5
325;SSC7:18;Meat_and_Carcass_Association;traitType=Anatomy;trait=Lean meat percentage;30974885;0;0;0;5
388;SSC9:19;Meat_and_Carcass_Association;traitType=fatness;trait=Backfat at rump;23153328;0;0;0;5
394;SSC9:19;Production_Association;traitType=Growth;trait=Days to 100 kg;29528397;0;0;0;5
64;SSC10:62;Production_Association;traitType=Growth;trait=Days to 110 kg;28604785;0;0;0;5
82;SSC11:7;Production_Association;traitType=Growth;trait=Days to 110 kg;28604785;0;0;0;5
97;SSC13:191;Production_Association;traitType=Growth;trait=Days to 110 kg;28604785;0;0;0;5
118;SSC16:69;Production_Association;traitType=Growth;trait=Days to 110 kg;28604785;0;0;0;5
248;SSC3:3;Production_Association;;trait=Days to 110 kg;28604785;0;0;0;5
278;SSC5:94;Production_Association;traitType=Growth;trait=Days to 110 kg;28604785;0;0;0;5
59;SSC10:62;Meat_and_Carcass_Association;traitType=fatness;trait=Backfat between 3rd and 4th last ribs;24225222;0;0;0;5
85;SSC13:109;Meat_and_Carcass_Association;traitType=fatness;trait=Backfat between 3rd and 4th last ribs;24225222;0;0;0;5
88;SSC13:113;Meat_and_Carcass_Association;traitType=fatness;trait=Backfat between 3rd and 4th last ribs;24225222;0;0;0;5
94;SSC13:191;Meat_and_Carcass_Association;traitType=fatness;trait=Backfat between 3rd and 4th last ribs;24225222;0;0;0;5
110;SSC16:69;Meat_and_Carcass_Association;traitType=fatness;trait=Backfat between 3rd and 4th last ribs;28831160;0;0;0;5
151;SSC17:60;Meat_and_Carcass_Association;traitType=fatness;trait=Backfat at tenth rib;29528397;0;0;0;5
221;SSC2:151;Meat_and_Carcass_Association;traitType=fatness;trait=Backfat at tenth rib;27135998;0;0;0;5
276;SSC5:94;Meat_and_Carcass_Association;traitType=fatness;trait=Backfat between 3rd and 4th last ribs;24225222;0;0;0;5
284;SSC6:13;Meat_and_Carcass_Association;traitType=fatness;trait=Backfat at tenth rib;21383979;0;0;0;5
303;SSC6:72;Meat_and_Carcass_Association;traitType=fatness;trait=Backfat at tenth rib;21383979;0;0;0;5
177;SSC2:1;Meat_and_Carcass_Association;traitType=Anatomy;trait=Ham meat percentage;24961654;0;0;0;3
180;SSC2:1;Meat_and_Carcass_Association;traitType=Anatomy;trait=Loin weight;29522525;0;0;0;3
200;SSC2:145;Meat_and_Carcass_Association;traitType=Anatomy;trait=Ham weight;29522525;0;0;0;3
259;SSC4:18;Meat_and_Carcass_Association;traitType=Anatomy;trait=Shoulder weight;29522525;0;0;0;3
295;SSC6:72;Meat_and_Carcass_Association;traitType=Anatomy;trait=Belly weight;21107721;0;0;0;3
299;SSC6:72;Meat_and_Carcass_Association;traitType=Anatomy;trait=Shoulder weight;29522525;0;0;0;3
18;SSC1:16;Reproduction_Association;traitType=Reproductiveorgans;trait=Right teat number;31475745;5;0;0;0
27;SSC1:238;Reproduction_Association;traitType=Littertraits;trait=Total number born alive;28943389;5;0;0;0
39;SSC1:253;Reproduction_Association;traitType=Reproductiveorgans;trait=Teat number;32380955;5;0;0;0
47;SSC1:95;Reproduction_Association;traitType=Littertraits;trait=Litter size;29411893;5;0;0;0
53;SSC10:23;Reproduction_Association;traitType=Littertraits;trait=Total number born alive;25781935;5;0;0;0
71;SSC11:51;Reproduction_Association;traitType=Littertraits;trait=Litter size;27615062;5;0;0;0
83;SSC11:7;Reproduction_Association;traitType=Littertraits;trait=Litter size;27615062;5;0;0;0
84;SSC11:7;Reproduction_Association;traitType=Reproductiveorgans;trait=Teat number;32380955;5;0;0;0
98;SSC13:191;Reproduction_Association;traitType=Littertraits;trait=Litter size;27615062;5;0;0;0
101;SSC13:99;Reproduction_Association;traitType=Reproductiveorgans;trait=Teat number;26202474;5;0;0;0
121;SSC16:69;Reproduction_Association;traitType=Reproductiveorgans;trait=Teat number;32380955;5;0;0;0
129;SSC17:1;Reproduction_Association;traitType=Littertraits;trait=Litter size;27615062;5;0;0;0
145;SSC17:43;Reproduction_Association;traitType=Reproductiveorgans;trait=Teat number;32380955;5;0;0;0
160;SSC17:60;Reproduction_Association;traitType=Littertraits;trait=Litter weight, piglets born alive;22393372;5;0;0;0
189;SSC2:1;Reproduction_Association;traitType=Littertraits;trait=Litter size;27615062;5;0;0;0
210;SSC2:145;Reproduction_Association;traitType=Littertraits;trait=Litter size;27615062;5;0;0;0
211;SSC2:145;Reproduction_Association;traitType=Reproductiveorgans;trait=Functional teat number;28050760;5;0;0;0
212;SSC2:145;Reproduction_Association;traitType=Reproductiveorgans;trait=Nonfunctional nipples;28050760;5;0;0;0
225;SSC2:151;Reproduction_Association;traitType=Littertraits;trait=Litter size;27615062;5;0;0;0
244;SSC3:124;Reproduction_Association;traitType=Littertraits;trait=Litter size;27615062;5;0;0;0
249;SSC3:3;Reproduction_Association;traitType=Littertraits;trait=Litter size;29411893;5;0;0;0
250;SSC3:3;Reproduction_Association;traitType=Reproductiveorgans;trait=Teat number;32380955;5;0;0;0
266;SSC4:18;Reproduction_Association;traitType=Littertraits;trait=Litter size;29411893;5;0;0;0
311;SSC6:72;Reproduction_Association;traitType=Littertraits;trait=Litter size;27615062;5;0;0;0
312;SSC6:72;Reproduction_Association;traitType=Littertraits;trait=Number weaned;29879826;5;0;0;0
313;SSC6:72;Reproduction_Association;traitType=Littertraits;trait=Total number born alive;29879826;5;0;0;0
348;SSC7:85;Reproduction_Association;traitType=Reproductiveorgans;trait=Teat number;25104247;5;0;0;0
356;SSC8:124;Reproduction_Association;traitType=Littertraits;trait=Litter size;31796051;5;0;0;0
371;SSC8:80;Reproduction_Association;traitType=Littertraits;trait=Litter size;28943389;5;0;0;0
379;SSC9:101;Reproduction_Association;traitType=Littertraits;trait=Litter size;22132733;5;0;0;0
395;SSC9:19;Reproduction_Association;traitType=Littertraits;trait=Litter size;27615062;5;0;0;0
397;SSC9:96;Reproduction_Association;traitType=Littertraits;trait=Litter size;27615062;5;0;0;0
116;SSC16:69;Production_Association;traitType=feedintake;trait=Average feeding rate;23977060;5;0;0;0
331;SSC7:18;Production_Association;traitType=feedintake;trait=Daily feed intake;29971093;5;0;0;0
385;SSC9:107;Production_Association;traitType=feedintake;trait=Daily feed intake;23977060;5;0;0;0
23;SSC1:238;Exterior_Association;traitType=Behavioral;trait=Maternal infanticide;22976950;1;0;0;0
190;SSC2:145;Exterior_Association;traitType=Behavioral;trait=Maternal infanticide;22976950;1;0;0;0
216;SSC2:151;Exterior_Association;traitType=Behavioral;trait=Maternal infanticide;22976950;1;0;0;0
350;SSC8:124;Exterior_Association;traitType=Behavioral;trait=Maternal infanticide;22976950;1;0;0;0
119;SSC16:69;Reproduction_Association;traitType=Littertraits;trait=Lifetime total number of offspring;30974885;1;0;0;0
380;SSC9:101;Reproduction_Association;traitType=Littertraits;trait=Piglet mortality;22132733;1;0;0;0
25;SSC1:238;Health_Association;traitType=Diseasesusceptibility;trait=Periweaning failure to thrive syndrome;29695451;1;0;0;0
236;SSC2:45;Health_Association;traitType=Diseasesusceptibility;trait=Periweaning failure to thrive syndrome;29695451;1;0;0;0
1;SSC1:110;Health_Association;traitType=bloodparameters;trait=Mean corpuscular hemoglobin content;27434032;0;0;1;0
2;SSC1:110;Health_Association;traitType=bloodparameters;trait=Mean corpuscular volume;27434032;0;0;1;0
3;SSC1:110;Health_Association;traitType=bloodparameters;trait=Phosphate level;31316547;0;0;1;0
4;SSC1:110;Health_Association;traitType=Immunecapacity;trait=Lymphocyte number;27434032;0;0;1;0
6;SSC1:110;Meat_and_Carcass_Association;traitType=ConductivityImpedance;trait=Conductivity 45 minutes post-mortem;29978910;0;0;1;0
8;SSC1:110;Meat_and_Carcass_Association;traitType=Fattyacidcontent;trait=Arachidonic acid to gamma-linolenic acid ratio;27097669;0;0;1;0
14;SSC1:16;Exterior_Association;traitType=defects;trait=Spinal curvature;21176156;0;0;1;0
15;SSC1:16;Meat_and_Carcass_Association;traitType=Anatomy;trait=Lung weight;101;0;0;1;0
17;SSC1:16;Meat_and_Carcass_Association;traitType=fatness;trait=Obesity index;25071839;0;0;1;0
20;SSC1:230;Health_Association;traitType=bloodparameters;trait=LDL cholesterol;31065004;0;0;1;0
22;SSC1:230;Meat_and_Carcass_Association;traitType=fatness;trait=Obesity index;25071839;0;0;1;0
24;SSC1:238;Health_Association;traitType=bloodparameters;trait=LDL cholesterol;25189197;0;0;1;0
26;SSC1:238;Production_Association;traitType=feedintake;trait=Time in feeder per visit;28813538;0;0;1;0
28;SSC1:253;Exterior_Association;traitType=Behavioral;trait=Coping behavior;26537429;0;0;1;0
30;SSC1:253;Health_Association;traitType=Immunecapacity;trait=Lymphocyte percentage;28046140;0;0;1;0
34;SSC1:253;Production_Association;traitType=Growth;trait=body length;21383979;0;0;1;0
36;SSC1:253;Production_Association;traitType=Growth;trait=Femur length;26219668;0;0;1;0
37;SSC1:253;Production_Association;traitType=Growth;trait=Humerus length;26219668;0;0;1;0
38;SSC1:253;Production_Association;traitType=Growth;trait=Scapula length;26219668;0;0;1;0
41;SSC1:95;Health_Association;traitType=bloodparameters;trait=HDL/LDL ratio;24299188;0;0;1;0
44;SSC1:95;Meat_and_Carcass_Association;traitType=Fattyacidcontent;trait=Polyunsaturated fatty acid content;30584983;0;0;1;0
45;SSC1:95;Meat_and_Carcass_Association;traitType=flavor;trait=Oiliness;30153624;0;0;1;0
46;SSC1:95;Production_Association;traitType=Growth;trait=body length;21383979;0;0;1;0
48;SSC10:23;Health_Association;traitType=bloodparameters;trait=Cholesterol level;25189197;0;0;1;0
49;SSC10:23;Health_Association;traitType=bloodparameters;trait=LDL cholesterol;25189197;0;0;1;0
51;SSC10:23;Meat_and_Carcass_Association;traitType=flavor;trait=Oiliness;30153624;0;0;1;0
54;SSC10:62;Health_Association;traitType=bloodparameters;trait=Triglyceride level;25189197;0;0;1;0
55;SSC10:62;Health_Association;traitType=Diseasesusceptibility;trait=Melanoma susceptibility;29963229;0;0;1;0
60;SSC10:62;Meat_and_Carcass_Association;traitType=Fattyacidcontent;trait=Palmitoleic acid content;101;0;0;1;0
63;SSC10:62;Production_Association;traitType=feedintake;trait=Residual feed intake;29076177;0;0;1;0
67;SSC11:51;Exterior_Association;traitType=Eyecolor;trait=Iris pigmentation;32232994;0;0;1;0
68;SSC11:51;Health_Association;traitType=bloodparameters;trait=Platelet distribution width;22548415;0;0;1;0
73;SSC11:7;Exterior_Association;traitType=Behavioral;trait=Coping behavior;26537429;0;0;1;0
75;SSC11:7;Meat_and_Carcass_Association;traitType=Fattyacidcontent;trait=Linoleic acid content;22785162;0;0;1;0
76;SSC11:7;Meat_and_Carcass_Association;traitType=Fattyacidcontent;trait=Monounsaturated fatty acid content;22785162;0;0;1;0
77;SSC11:7;Meat_and_Carcass_Association;traitType=Fattyacidcontent;trait=Monounsaturated fatty acid to saturated fatty acid ratio;22785162;0;0;1;0
78;SSC11:7;Meat_and_Carcass_Association;traitType=Fattyacidcontent;trait=Oleic acid content;22785162;0;0;1;0
79;SSC11:7;Meat_and_Carcass_Association;traitType=Fattyacidcontent;trait=Palmitic acid content;23762394;0;0;1;0
81;SSC11:7;Production_Association;traitType=feedintake;trait=Time in feeder per day;23977060;0;0;1;0
89;SSC13:113;Meat_and_Carcass_Association;traitType=Fattyacidcontent;trait=Arachidonic acid to dihomo-gamma-linolenic acid ratio;27097669;0;0;1;0
91;SSC13:191;Exterior_Association;traitType=conformation;trait=Rib shape;21383979;0;0;1;0
92;SSC13:191;Meat_and_Carcass_Association;traitType=Chemistry;trait=androstenone, laboratory;24894739;0;0;1;0
93;SSC13:191;Meat_and_Carcass_Association;traitType=ConductivityImpedance;trait=Conductivity 24 hours postmortem (loin);24643240;0;0;1;0
99;SSC13:99;Health_Association;traitType=bloodparameters;trait=Mean corpuscular hemoglobin content;28046140;0;0;1;0
103;SSC16:69;Exterior_Association;traitType=defects;trait=Spinal curvature;21176156;0;0;1;0
104;SSC16:69;Health_Association;traitType=bloodparameters;trait=Mean corpuscular hemoglobin concentration;27434032;0;0;1;0
105;SSC16:69;Health_Association;traitType=Diseasesusceptibility;trait=Actinobacillus pleuropneumoniae susceptibility;31960078;0;0;1;0
